id,company,role,idea_name,problem,mermaid_code,stack,priority,company_profile,job_summary,mvp_score,source,scraped_at,job_link,job_description
109,Jobs Ai,Machine Learning Engineer - Computer Vision (Remote),AI-Powered Visual Resume & Interview Analyzer,"Recruiters spend excessive time manually reviewing image-based resumes, PDFs, and video interview recordings, leading to slow hiring cycles, inconsistent candidate evaluation, and potential bias. The Machine Learning Engineer - Computer Vision role is meant to build robust CV and video analysis pipelines that automatically extract, verify, and score visual candidate data, addressing this bottleneck.","graph TD; A[Data Sources (Resumes, Video Interviews, Candidate Photos)] --> B[Ingestion & Storage]; B --> C[Pre‑processing (OCR, Face Detection, Frame Sampling)]; C --> D[Computer Vision Model Training]; D --> E[Model Registry & Versioning]; E --> F[Scalable Inference API]; F --> G[React Dashboard for Recruiters]; G --> H[Feedback Loop & Continuous Retraining];","Node.js (Express) for API gateway, Python (PyTorch & FastAPI) for CV model development & serving, React for recruiter dashboard, MLflow for experiment tracking, model registry, and deployment orchestration.",Zero-to-One,"Jobs AI (JobsAi) is an AI‑driven hiring platform that offers automated candidate sourcing, resume parsing, skill matching, and interview analytics. Its core products include a smart job board, AI resume extractor, and video interview insight engine. Primary customers are enterprise HR teams and recruiting agencies that struggle with high‑volume manual screening and inconsistent hiring decisions. Jobs AI’s vision is to democratize intelligent hiring by reducing time‑to‑hire, improving match quality, and eliminating bias through transparent, data‑powered tools.","Remote Machine Learning Engineer – Computer Vision at Jobs AI. Responsible for designing, training, and deploying state‑of‑the‑art CV models that process visual candidate data (image resumes, video interviews). Tasks include data pipeline creation, model experimentation, integration with scalable inference services, collaboration with product and data teams, and ensuring model fairness and performance monitoring.","78/100 – The product is technically feasible with existing CV frameworks and cloud infra, can be launched in 4‑6 months, targets a large market (tens of thousands of recruiters), and offers a clear competitive edge by automating visual data extraction, though it faces moderate competition from generic OCR/video analytics providers.",linkedin,2026-08-28T08:25:47.883Z,https://www.linkedin.com/jobs/view/4460199083/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=sa%2B9Pia38jx1XoAXf%2BilVQ%3D%3D&trackingId=jfgsr00OCpMiZ37dTMvtTA%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
110,Avinyaa Ed Tech Private Limited,AI/ML Engineer,AI‑Powered Adaptive Lesson Builder,"Current content creation and personalization pipelines are manual, fragmented, and cannot scale to deliver real‑time adaptive learning experiences across Kreativespace, AI Tutor, and the LMS.",graph TD; A[Data Ingestion] --> B[Feature Engineering]; B --> C[Model Training]; C --> D[Model Registry (MLflow)]; D --> E[API Deployment (Node.js)]; E --> F[Adaptive Lesson Builder UI (React)]; F --> G[Student Interaction]; G --> H[Feedback Loop]; H --> B;,"Node.js (Express) for API layer, Python (PyTorch/TensorFlow, Pandas, Scikit‑learn) for model development, React for front‑end UI, MLflow for model tracking & deployment.",Zero-to-One,"Avinyaa Ed Tech Private Limited is an India‑based pioneering EdTech firm that builds ecosystems merging technology, creativity, and human potential. Core products include Kreativespace (creative learning sandbox), AI Tutor (personalized AI‑driven tutoring), and a Learning Management System (LMS). Their customers—schools, teachers, and K‑12 learners—struggle with lack of personalized content, low engagement, and inefficient lesson planning. The company’s vision is to inspire young minds, foster creativity, critical thinking, and technical skills for the 21st‑century through innovative, AI‑enabled education solutions.","The AI/ML Engineer will design, develop, and operationalize machine‑learning models that power Avinyaa’s AI Tutor and Kreativespace. Responsibilities include data pipeline construction, model training and evaluation, deploying scalable inference services, integrating ML outputs into product features, and collaborating with product, design, and backend teams. Required skills: Python, deep learning frameworks, MLOps, API development, and experience with education‑focused AI.",78/100,linkedin,2026-08-28T08:25:47.883Z,https://www.linkedin.com/jobs/view/4455880073/?eBP=CwEAAAGgR3mETYoi7hOCX2TTm3f9gACBpkMOtS29LsIJBa-BjBgZIA6SygmDX-6J0-hoMGvNnEZdiL84yqBBXKwHm7x6q8QmhTGBq3KZDcKwXwlLpRJK0sYR_JVG3WOeGtg2785EAs6VA2PIA_r1Wr-hfkiBM4sPPDg0nh7rJ72lVcS8zp00p7gaZIbuF7c4btdtLdZtx3K9vHT3rSUnBy_lY2D4lAqiFCHovrOw1XmDcCNFLkfc0WaprMSnYhfyAznITtn8toZvk82rXbSxDqq9Vl0zaR8Jeioc86ZjX1c8eUJKkDmTAD8ooN8aSdb7ek-e-IaMXtpKIduFgO3rv9V4OSa3NDy98N4iU_6btQ_GGZCkddL0k8axK1oCVFZ6f-8iyu_nknnUL08zJfast2T1dc89ZEpYPVyvdr-PO8sCz-x8mVv2aLPyx9FSgeNFuA8DIyW6NVCFzC7ZIMDerBFA0fr10I606qngK51QSbaqwzB8Shn5TFIOvrIlQGWuOIsomH_fJJIItlZlCuOX9nnKjMFfMrWeD93HOlve&refId=sa%2B9Pia38jx1XoAXf%2BilVQ%3D%3D&trackingId=nPGDvpHYz%2FqPR6GzwTPVPg%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
111,Quik Hire Staffing,Machine Learning (AI) Engineer (Hybrid),CohortAI Ops: End-to-End AI Training Cohort Management Platform,"QuikHire lacks a unified, data‑driven system to monitor, evaluate, and optimize the performance of its AI training & evaluation cohorts, leading to manual reporting, delayed quality feedback, and misalignment with Zoho Recruit hiring metrics.","graph TD;
    A[Data Ingestion (candidate profiles, cohort metrics)] --> B[Pre‑processing & Feature Store];
    B --> C[Model Training Service (Python)];
    C --> D[Evaluation & Benchmarking];
    D --> E[Feedback Loop (auto‑adjust cohort assignments)];
    E --> F[Real‑time Dashboard (React)];
    F --> G[Zoho Recruit Integration];
    G --> H[Stakeholder Alerts & Reporting];","Node.js (Express) for API gateway, Python (FastAPI + PyTorch) for ML services, React for UI, MLflow for experiment tracking and model registry",Zero-to-One,"QuikHire Staffing specializes in staffing the AI economy, offering pre‑calibrated AI training & evaluation cohorts, tech contract staffing, and embedded recruiting pods for startups and global capability centers. Customers struggle with rapid AI talent acquisition, cohort performance visibility, and aligning staffing data with hiring KPIs. QuikHire’s vision is to become the data‑centric staffing partner that powers AI‑first enterprises through seamless recruitment, performance analytics, and integrated workflow automation.","Hybrid Machine Learning (AI) Engineer role focused on designing, building, and scaling AI training pipelines, evaluation frameworks, and real‑time analytics dashboards. Responsibilities include developing model training services, integrating performance metrics with Zoho Recruit, automating feedback loops, and collaborating with recruiting and product teams to deliver end‑to‑end AI cohort solutions.","84/100 - High technical feasibility due to existing Node/Python stack and MLflow; moderate time‑to‑market (3‑4 months for core pipeline and dashboard); sizable market as AI staffing grows rapidly; competitive advantage stems from tight integration with QuikHire's recruiting data, a capability few staffing firms possess.",linkedin,2026-08-28T08:25:47.883Z,https://www.linkedin.com/jobs/view/4460184372/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=sa%2B9Pia38jx1XoAXf%2BilVQ%3D%3D&trackingId=D9DHUF4N%2B9z3VyVVIxmuJg%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
112,Kuku,AI/ML Engineer,Kuku AI Integration Composer,"Engineering teams spend excessive time manually mapping, testing, and maintaining integrations between SaaS tools. Kuku's current integration catalog is static, lacking intelligent suggestions, automated error detection, and dynamic workflow generation. This creates bottlenecks, higher operational costs, and slower time‑to‑value for customers.","graph TD;
    A[Data Source APIs] -->|raw data| B[Ingestion Service (Node.js)];
    B --> C[AI Mapping Engine (Python/LangChain)];
    C --> D[Smart Flow Designer (React UI)];
    D --> E[Kuku Integration Runtime];
    E --> F[Target SaaS Applications];
    C --> G[Anomaly Detection & Monitoring (MLflow)];
    G --> H[Alert Dashboard];
    H --> D;","Node.js (Express) for API gateway & orchestration, Python (FastAPI) for AI/ML services, React (Next.js) for the interactive workflow UI, LangChain for LLM‑driven mapping, and MLflow for model tracking and deployment.",Zero-to-One,"Kuku is an integration platform that connects over 300 SaaS products (CRM, ERP, marketing, analytics, etc.) via a unified API marketplace. Customers—mid‑size enterprises and SaaS vendors—struggle with fragmented data pipelines, high integration maintenance costs, and limited visibility into integration health. Kuku's vision is to become the AI‑powered backbone of enterprise workflows, turning point‑to‑point connectors into a self‑optimizing ecosystem.","The AI/ML Engineer will design and deploy machine‑learning models that automatically infer data schemas, recommend optimal integration flows, and detect anomalies in real‑time. Responsibilities include building LLM‑based mapping pipelines, creating feature stores for integration telemetry, collaborating with product and engineering teams to embed AI into Kuku's SDK, and maintaining model performance using CI/CD for ML.","82/100 - The concept is technically feasible with existing LLM and ML tooling, can be prototyped in 4‑6 months, addresses a large market of integration‑heavy enterprises, and offers a clear competitive moat through AI‑driven automation. Risks include data privacy compliance across connectors and the need for high‑quality training data.",linkedin,2026-08-28T08:25:47.883Z,https://www.linkedin.com/jobs/view/4457461702/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=sa%2B9Pia38jx1XoAXf%2BilVQ%3D%3D&trackingId=vAeea7aTv9vmiJzjg8nwdg%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
113,Abstrabit Technologies,AI Engineer Intern,AI-Powered Workflow Orchestrator,"Abstrabit needs to embed intelligent automation into its custom software platforms to reduce reliance on tribal knowledge, ensure consistency across handovers, and accelerate AI integration for client projects. The AI Engineer Intern will address the gap in building, fine‑tuning, and deploying domain‑specific models that power these workflow automations.",graph TD; A[Data Sources] --> B[Ingestion Layer (Node.js)]; B --> C[Pre‑processing (Python)]; C --> D[Model Training (Python/LLM)]; D --> E[AI Service API (Node.js)]; E --> F[Workflow Engine (React UI)]; F --> G[Monitoring & Feedback Loop]; G --> C;,"Node.js (backend services & API gateway), Python (ML/AI pipelines & data processing), React (frontend dashboard & workflow builder), LangChain (AI orchestration & prompt engineering)",Zero-to-One,"Abstrabit Technologies builds custom software systems and AI‑enhanced platforms that replace fragile, manual workflows with reliable, scalable solutions. Their services include end‑to‑end product development, automation, and AI integration, targeting enterprises that struggle with knowledge loss, process inconsistency, and costly handovers. The vision is to create self‑sustaining digital operations that adapt to growth without disruption.","The AI Engineer Intern will assist in designing, prototyping, and deploying AI models that power Abstrabit's workflow automation products. Responsibilities include data collection, model training, API development, integration with existing Node.js services, and building UI components in React for monitoring and user interaction. The role offers hands‑on experience with LLMs, prompt engineering, and full‑stack AI deployment in a fast‑paced startup environment.","85/100 - Technical feasibility is high given existing Node/Python stack and readily available LLM APIs; time‑to‑market is moderate (3‑4 months for a functional prototype); market size is large as enterprises seek AI‑driven automation; competitive advantage stems from Abstrabit's deep integration expertise and custom workflow focus, though differentiation relies on execution speed.",linkedin,2026-08-28T08:25:47.883Z,https://www.linkedin.com/jobs/view/4452929583/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=sa%2B9Pia38jx1XoAXf%2BilVQ%3D%3D&trackingId=%2BK7anOl9IlP93iTxAjpSvw%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
114,Hire Feed,ML Researcher (Remote),RLHF Orchestrator Hub,"HireFeed’s internal bottleneck is scaling high‑quality RLHF, LLM evaluation, and red‑team data pipelines while keeping pay transparent and coordinating a distributed pool of remote annotators and domain experts. The ML Researcher role is hired to design, prototype, and own a unified workflow that turns raw human feedback into reproducible model improvements, reducing manual hand‑offs and latency between data collection, model training, and evaluation.",graph TD; A[Data Sources] --> B[Annotation Platform]; B --> C[Model Training]; C --> D[Evaluation Suite]; D --> E[Feedback Loop]; E --> B;,Node.js (Express) + Python (FastAPI + PyTorch) + React (Next.js) + Weights & Biases (experiment tracking & collaboration),Zero-to-One,"HireFeed (a QuikHire product) operates a neutral, pay‑disclosed job marketplace for AI‑training work such as RLHF, LLM evaluation, agentic red‑teaming, and domain‑expert data labeling. It aggregates roles from all major platforms into a single searchable feed, allowing experts to find transparent gigs and enabling staffing/recruiting partners to earn dollars on a per‑hour basis. Customer pain points include fragmented gig platforms, opaque compensation, and difficulty sourcing vetted annotators at scale. HireFeed’s vision is to democratize AI data work, create a transparent labor market, and accelerate the development of safer, higher‑quality LLMs.","Remote ML Researcher responsible for designing and implementing end‑to‑end RLHF pipelines, creating evaluation frameworks, and leading agentic red‑team experiments. Will collaborate with data annotators, product engineers, and client teams to prototype novel feedback‑loop architectures, publish metrics, and iterate on model improvements. Requires strong background in ML research, PyTorch/TensorFlow, and experience with large‑scale data annotation workflows.",78/100,linkedin,2026-08-28T08:25:47.883Z,https://www.linkedin.com/jobs/view/4460189045/?eBP=CwEAAAGgR3mETeUnp2Ztb_8HDqToh0JujiPCyaDHoPIyv5VURdNfYdPqGRk9IOwJwwp3jo5PISABz6CrcxZtT4nU1O-kTDgpCsACe0GAZLFlsPVemvcG-0SznQRt8usBLf3oSRzsE3DQeRloCvLcipRMVGw4oxkCsLexOK7kx9sXku9TR7jLi2gZCsU9kXSUtgPulVpK4Vg6djOT-dFM060wQkCJILBzXp21F1Cq613sKy-clWjzOhA79uAucA7mj69hxNs1CSyNqiKNy0xdvGq0cChLSpmfAcyzM9Rs97j77_I4iDjW0oMzNViK35dgAtL0_7n5lK0n-wJ6B-V_MZNhfebJ_lprr32Wq6pMmE8GO9xaS2MJQBRtJr58vCmjmU_kbQF8kRRInZ7AzkhoJB_1sWr_czhQJKWzE7AgLj7A-jFYzTDDph2XcyeuBAh217kU-f4dWv5FsPcVH0hy6Dl9W0Da9MgAuSCEV4tgCUTslr03VWRXV9xEYr0m6aDei3wHk6HF66tMUQ&refId=sa%2B9Pia38jx1XoAXf%2BilVQ%3D%3D&trackingId=KAXZ9nMLM8kHRlG2gGO%2BVA%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
115,Wingit,Founding Engineer,Integrated Engineering Revitalization Platform (IERP),"Wingit lacks a unified digital workflow that connects its end‑to‑end engineering services with its corporate revitalization methodology, resulting in fragmented project hand‑offs, duplicated effort, and slow turnaround for transformation engagements.",graph TD; A[Idea Capture] --> B[Concept Design]; B --> C[Detailed Modeling]; C --> D[Simulation]; D --> E[Technical Analysis]; E --> F[Revitalization Insights]; F --> G[Client Reporting]; G --> H[Feedback Loop]; H --> A,"Node.js (Express) for API layer, Python (FastAPI + NumPy/SciPy) for simulation & analytics, React (TypeScript) for UI, Docker for containerization & CI/CD",Zero-to-One,"Wingit (WINGIT) provides full‑spectrum engineering services—from concept, design, detailed construction, simulation, to technical analysis—and specializes in corporate revitalization, helping firms transform operationally and strategically. Customers struggle with siloed engineering processes, lack of data‑driven transformation insights, and slow project delivery. Wingit's vision is to become the digital backbone that seamlessly fuses engineering excellence with turnaround expertise, enabling faster, smarter growth for industrial enterprises.","The Founding Engineer will own the architecture and delivery of the IERP product, building the backend services, integrating Python‑based simulation pipelines, and creating a React UI that visualizes workflow steps and analytics. Responsibilities include defining technical roadmap, establishing CI/CD with Docker, collaborating with business leads to codify revitalization frameworks into product features, mentoring early hires, and ensuring the platform scales to enterprise‑level workloads.","78/100 - High technical feasibility (leverages proven Node/Python stacks), moderate time‑to‑market (~6 months for core workflow), large addressable market (engineering firms + turnaround consultants), and a differentiated moat through the unique blend of engineering simulation and revitalization analytics.",linkedin,2026-08-28T08:26:02.942Z,https://www.linkedin.com/jobs/view/4457258620/?eBP=CwEAAAGgR3m_MS9bJm0qIeUquyRedvVjxaoEdnwj7WxbywIN0GcHP4b8XFq9jnvN6Efq_VSomtKht1wqjHviEX3riGLVcr_sylt4VRRvtomU5AV6T1mZwMMrrO_YoQzNjpVaGvEkqDVUtr1Q-BbVwkyZsxGL3uDj77b5_mkVgr7-1aMbwhYy5_mldNhB7TmVzwwcj9GNBD7yTBsXAhlzIm-9DjNy4q8U8UYXzxXY3T8mhFMs51PBBgtkfUGnqWpfTPSbRRbQ5v9eGzNNWkObq3bklFs98bZYH2a52HErctYIiu5MkH6XXQKClRwroD92nDZWOikiEVh7w6RQueayG32TB8dF73XW6beFGjl_GwsH-PjkHYanKa_d93tStiZwbnJf2klFl9shaeP8_8HFISpoGZlltKR5v0QRfsORBVgJsAk-2Ubu7S9n4rNIjrao4hTGxlXJ9CqW6NCovTqVeOJHTbdCNMNz6XyMaJAEoSyehgW0KX7Bw_fK5cvlPJ0BJUxcb_WAL4NmQR8RhTEN2NI8aiEZqUrodGQ&refId=NTLjXbcFyYc%2FLWPHL%2Bbz9w%3D%3D&trackingId=NtVTtjYGIysfapcW4KpvRA%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
116,Inverix Innovations,Founding Engineer,Contractor Trust & Compliance Hub,"Inverix needs a core platform that creates digital trust across a fragmented contract workforce ecosystem. The internal pain point is the lack of a unified, end‑to‑end workflow for onboarding, verifying, compliance, risk scoring, and payment orchestration of gig and contract workers across multiple enterprises and supply‑chain partners.",graph TD; A[Contractor Onboarding] --> B[Identity Verification]; B --> C[Compliance Check]; C --> D[Risk Scoring]; D --> E[Payment Enablement]; E --> F[Audit Dashboard];,"Node.js (Express) for API layer, Python (FastAPI + Scikit‑learn) for risk‑scoring ML services, React (Next.js) for UI, Kafka for event‑driven data pipelines, PostgreSQL for relational storage, Terraform for IaC",Zero-to-One,"Inverix Innovations builds the digital trust infrastructure for the contract workforce economy. Its flagship offering connects workers, contractors, principal employers, and downstream institutions across supply‑chain, logistics, manufacturing, and gig platforms. Customers struggle with fragmented onboarding, inconsistent compliance, lack of real‑time verification, and delayed payments. Inverix’s vision is to become the universal trust layer that automates credentialing, risk assessment, and secure data exchange, enabling seamless, compliant engagements at scale.","The Founding Engineer will own the design and delivery of Inverix’s core trust platform, building scalable backend services, data pipelines, and UI components. Responsibilities include architecting micro‑services, implementing AI‑driven risk models, integrating with external HR/MSP systems, and establishing CI/CD and observability. The role demands full‑stack expertise, a startup mindset, and the ability to shape product direction from day one.",88/100 – High technical feasibility thanks to mature Node.js/Python stacks and Kafka; moderate time‑to‑market (6‑9 months) for a minimum viable trust workflow; large addressable market (global gig economy > $300B); strong competitive advantage via first‑to‑market unified compliance & risk engine that plugs into any HRMS.,linkedin,2026-08-28T08:26:02.942Z,https://www.linkedin.com/jobs/view/4454235087/?eBP=CwEAAAGgR3m_MTRXPvo-JpD2Uj6rM7_9BQoGGa-gYVLc69vyU87KHbRZeGB1W2bT04R8WG0IM5AqfgIJ9UBiKP0Wrglwk9Z1r3SpXCW2m3__DWcUflqJYbNzkyNNey610sicV6-3x-CPigUVSW6oRLUQxig8WHNcNwtg6NSK0uG4dvz6IoRk8k58MnxOIvP6b495g7PYD7LrgB_9LiHXM2uGPvz5uXNkxNkqQO6Cq70DuMoU7LHCcQ_QRuhweW2CeDXPb5nxSZAfJ54aNkQwRAYEBr9C_d0zOpv2CNqUEMFqcaz00tXju4VOBKpr1bQP4wZfrdxrB8r0Cb8Gs5aoRBC_9kv9UO5cyT-89iDsutjv40XMYg4UOHR543cfDdZqntMKls99XMc0PinbJUdvuUhQcOHk4rmq0dYGr9Es11WHU3LlzqB4mGb1Zyx3f5ZF-THNaRXo3EvwfJhMRNGS_57bbNKbcACirAPaXWcaEVZYBp_2adrDaL-o_V-e0jUz1vkOslJCs14vXNnw0DFG5eyPNnBFC628zH8&refId=NTLjXbcFyYc%2FLWPHL%2Bbz9w%3D%3D&trackingId=ag7EdvlQ5obxX7qjEeLI0A%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
117,Aditya Birla Capital,Lead-COE,Unified Financial Product Lifecycle Orchestrator (UFLO),"Aditya Birla Capital’s product teams operate in silos across investments, insurance, loans and wealth management, leading to duplicated effort, lengthy time‑to‑market, and compliance bottlenecks. The Lead‑COE role is meant to break these silos by establishing a unified, end‑to‑end workflow platform that standardises product design, risk assessment, regulatory approval and launch across all business lines.","graph TD;
    A[Idea Generation] --> B[Business Case Development];
    B --> C[Cross‑Functional Review];
    C --> D[Compliance & Risk Modeling];
    D --> E[Product Configuration];
    E --> F[System Integration & API Orchestration];
    F --> G[Marketing & Channel Enablement];
    G --> H[Live Monitoring & Analytics];
    H --> I[Continuous Improvement Loop];","Node.js (API gateway & workflow micro‑services) + Python (risk scoring, compliance ML models) + React (low‑code UI builder) + Camunda (BPMN workflow engine) + PostgreSQL (transactional store) + Docker/Kubernetes (deployment)",Zero-to-One,"Aditya Birla Capital Ltd. (ABCL) is one of India’s largest diversified non‑banking financial services groups. It offers a portfolio that includes wealth‑management, mutual funds, retail and corporate loans, insurance broking, and advisory services. Customers—ranging from retail investors to SMEs—seek seamless, trustworthy, and quick access to financial products but often face fragmented experiences, slow onboarding, and complex compliance procedures. ABCL’s vision is to become the most trusted, technology‑driven financial partner in India, delivering integrated solutions that simplify wealth creation and risk mitigation for every segment.","The Lead‑COE will head the Center of Excellence for digital innovation, responsible for defining strategy, governance and delivery frameworks for cross‑product initiatives. Key duties include: shaping technology roadmaps, championing best practices in data, AI/ML and workflow automation; leading multi‑disciplinary squads to build scalable platforms; ensuring regulatory compliance; mentoring talent; and driving measurable improvements in time‑to‑market and operational efficiency across the firm’s investment, insurance, loan and wealth‑management lines.","78/100 - Feasibility is high due to existing tech stack (Node, Python, React) and mature workflow engine (Camunda). Time‑to‑market is moderate (6‑9 months) because integration with legacy core systems is required. Market size is large given ABCL’s multi‑billion‑dollar product portfolio, but competitive advantage hinges on internal adoption rather than external market disruption, keeping the score in the high‑70s.",linkedin,2026-08-28T08:26:02.942Z,https://www.linkedin.com/jobs/view/4420224951/?eBP=CwEAAAGgR3m_MUuUnQwNX3DiMSJQ4Us1guCxImbUgFmh-oz_iO7LHpu38GhGTQi1cCkxbZ3Jf6DnPTpwkPUiawPt9w_niwIZ9qX4GAFtuhByUSLZXeSC3IQvLkldmIX_8hYiWvzmnUlTUlK65hkYmwKJWLRecjpMfLC6gAkAG122joeUx1EU5Fik0tGWCCbpXd3jE-vfCSkzwbjhYLbyTvYaJJNh4EnWsSC734Mq4-dPHm5-u5ehzWwJVGG-Rg98MECRlPpsmCRBIiQtyRfY6wlLqkGqoGW0vuqXfjgtZdM3KilNh8Tz7jWkVv9Jl3GCIwQQhd9e94WEy7zC7PtSo2Fp6xWdNFxLfVVgMh0kI5D_vqq5W1mIWo6ltqnMcFJhtb05Uo1dQQvBRGGhZ5iEN87Wr7b70pMRroVPznxUxHeKxo8feqEiw6NKnFs9DTMytnQGCDLhmNP42RWIuTOgtU2K5M60mgPjNOI5Xz3be0aH-HSzoeOX8d_H1Q&refId=NTLjXbcFyYc%2FLWPHL%2Bbz9w%3D%3D&trackingId=hTlRx5%2F5rgkz6N9rg5nSsQ%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
118,Mopid,Founding Backend Engineer,Mopid AI-Powered Candidate Scoring Pipeline (CSP),"Mopid needs a robust, scalable backend that can ingest diverse candidate data, run GPT‑4 based assessments in real time, store and retrieve embeddings securely, and expose low‑latency APIs for integrations. The current bottleneck is handling high‑throughput AI inference while maintaining data privacy and auditability, which hampers product reliability and limits rapid feature rollout.",graph TD; A[Candidate Upload] --> B[Resume Parsing (Python)]; B --> C[Embedding Generation (GPT‑4)]; C --> D[Scoring Engine (Node.js)]; D --> E[Dashboard (React)]; D --> F[API for Integrations]; F --> G[ATS / HRIS Sync];,"Node.js (Express) + Python (FastAPI) for AI services, React for admin UI, PostgreSQL for relational data, Redis for caching, Docker + Kubernetes for orchestration, LangChain (or OpenAI SDK) as the best‑fit tool for prompt management and LLM orchestration.",Zero-to-One,"Mopid is an avant‑garde AI‑powered assessment platform that leverages GPT‑4 to deliver deep, bias‑reduced evaluations of job candidates. Its product suite includes AI‑driven resume parsing, competency scoring, interview question generation, and analytics dashboards. Primary customers are recruiters, HR teams, and hiring managers who struggle with slow, manual screening, unconscious bias, and fragmented hiring workflows. Mopid’s vision is to redefine hiring by providing an unparalleled, data‑rich candidate evaluation experience that transcends traditional applicant tracking constraints.","The Founding Backend Engineer will own the design and implementation of Mopid’s core backend infrastructure: building high‑performance APIs, data pipelines for resume parsing and embedding generation, real‑time scoring services, and secure integrations with ATS/HRIS systems. Responsibilities include architecture decisions, scaling AI inference workloads, ensuring GDPR‑compliant data handling, mentoring future engineers, and collaborating closely with product and frontend teams to ship the MVP.","82/100 - The technical feasibility is high given the team’s access to GPT‑4 and modern cloud tooling, time‑to‑market is moderate (3‑4 months for a functional pipeline), market size is large (global HR tech > $30B), and competitive advantage stems from proprietary prompt engineering and real‑time scoring, though differentiation relies heavily on execution speed and data security.",linkedin,2026-08-28T08:26:02.942Z,https://www.linkedin.com/jobs/view/4456090410/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=NTLjXbcFyYc%2FLWPHL%2Bbz9w%3D%3D&trackingId=BxioWjMABVP5ZvT0gcCERw%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
119,Echovane,Founding Engineer,InsightFlow AI Interview Orchestrator,"Echovane’s current bottleneck is the end‑to‑end automation of multimodal interview data—capturing voice, video, and text, running real‑time transcription, sentiment, and entity extraction, and surfacing actionable insights—all while meeting enterprise‑grade security and scalability. The founding engineer role is meant to design and ship a unified pipeline that eliminates manual stitching of AI services, reduces latency, and ensures data compliance.","graph TD;
    A[Recruit Participants] --> B[Conversational Voice AI Interview];
    B --> C[Multimodal Capture (Audio, Video, Text)];
    C --> D[Real‑time Transcription & Translation];
    D --> E[Sentiment & Entity Extraction (Python ML)];
    E --> F[Semantic Indexing (Weaviate)];
    F --> G[Insight Engine (Clustering, Trend Detection)];
    G --> H[InsightFlow Dashboard (React)];
    H --> I[Export & Integration (REST/GraphQL)];
    style A fill:#f9f,stroke:#333,stroke-width:2px;
    style H fill:#9f9,stroke:#333,stroke-width:2px;","Node.js (API gateway & orchestration) | Python (ML/NLP, voice AI, data processing) | React (frontend dashboard) | Weaviate (vector search & semantic indexing) | Docker/Kubernetes (deployment & scaling)",Zero-to-One,"Echovane provides enterprise‑grade AI‑moderated qualitative research platforms. Its core product lets insights teams run in‑depth, voice‑AI‑driven interviews, automatically capture multimodal data (audio, video, text), and surface insights through AI analysis. Customers—large consumer brands, market‑research firms, and product teams—struggle with slow manual interview transcription, fragmented analysis tools, and data‑privacy compliance. Echovane’s vision is to become the single source of truth for qualitative insight generation, leveraging conversational AI to accelerate research cycles while maintaining strict security and global recruitment capabilities.","As a Founding Engineer, you will own the design and implementation of the core AI‑driven interview pipeline, build scalable backend services in Node.js, develop ML/NLP models in Python for transcription, sentiment, and entity extraction, integrate multimodal data storage, enforce enterprise security standards, and collaborate closely with product and design to launch the InsightFlow MVP. You will also shape the technical roadmap, mentor future hires, and ensure the platform can handle global, high‑volume research workloads.","82/100 - Technical feasibility is high due to mature open‑source speech/NLP libs; time‑to‑market is moderate (6‑9 months) given integration complexity; market size is large (enterprise research $5B+); competitive advantage stems from end‑to‑end multimodal automation and enterprise security, but rivals exist, so differentiation relies on seamless workflow and data compliance.",linkedin,2026-08-28T08:26:02.942Z,https://www.linkedin.com/jobs/view/4425000547/?eBP=CwEAAAGgR3m_MRD17zBbhSdNc59pEYe45WjQcNzdswWj7e5fqG7M9KXckISCibYDMYMwCi0bNzQSWh95o_cTesjkHmtvr4Tj0DeJe8cxZnLUmWQ9-SthaIsrOzBv01CR7NZiSrKom8loptoI2fiGYJT1cMXedgOtGWvim2ZyciimUs25HX--2z7qQOuhNFdxb4WTs_uMQyvon8cSZoFh1G6CwJF8dtzcX-ZBfr5kXI75LeW4CWG3QQUkwgVsXkv5NSI97NKqsYn9nyhFoAeSeFH7oGguACIT8ztBv7-NvQBuq_to5g5WfCHT7iRMgxvOhSWy5QQiIYPITjL4NXlJm8lEjpaulTd1We2qEIRyJIExhDtw1U8gRQaqC4Li86YZJ7RbhHzyJ3rYFv5Evasxe9zHTwjpZMtCs1vLnEmDfz-v1FWG2i8CaqeiYkTvMK7uRE2MxKkc4KA26JRlcIqC1FyIqJB7q1SDFh7xMA&refId=NTLjXbcFyYc%2FLWPHL%2Bbz9w%3D%3D&trackingId=YkqllpPOLjVlnMuHViutTA%3D%3D&trk=flagship3_search_srp_jobs,LinkedIn Job Posting
